sample_id,history_len,target_sid,target_rank,exact_hit,prefix_hit,first_err_pos,legal_top20
2496,0,"[34, 80, 43, 0]",-1,0,0,0,1
2497,0,"[13, 102, 47, 0]",-1,0,0,0,1
2498,0,"[16, 61, 127, 0]",-1,0,0,0,1
2499,0,"[46, 52, 126, 0]",-1,0,0,0,1
2500,0,"[5, 121, 18, 0]",-1,0,0,0,1
2501,0,"[58, 38, 168, 0]",-1,0,0,0,1
2502,0,"[16, 19, 83, 0]",-1,0,0,0,1
2503,0,"[60, 36, 163, 0]",-1,0,0,0,1
2504,0,"[14, 53, 101, 0]",-1,0,0,0,1
2505,0,"[49, 113, 214, 0]",-1,0,0,0,1
2506,0,"[12, 126, 201, 0]",-1,0,0,0,1
2507,0,"[24, 81, 92, 0]",-1,0,0,0,1
2508,0,"[56, 107, 12, 0]",-1,0,0,0,1
2509,0,"[18, 23, 7, 0]",-1,0,0,0,1
2510,0,"[41, 77, 250, 0]",-1,0,0,0,1
2511,0,"[11, 20, 207, 0]",-1,0,0,0,1
2512,0,"[52, 20, 30, 0]",-1,0,0,0,1
2513,0,"[55, 92, 157, 0]",-1,0,0,0,1
2514,0,"[10, 61, 147, 0]",-1,0,0,0,1
2515,0,"[56, 78, 109, 0]",-1,0,0,0,1
2516,0,"[33, 100, 106, 0]",-1,0,0,0,1
2517,0,"[51, 79, 21, 0]",-1,0,0,0,1
2518,0,"[61, 46, 189, 0]",-1,0,0,0,1
2519,0,"[26, 106, 49, 0]",-1,0,0,0,1
2520,0,"[5, 0, 96, 0]",-1,0,0,0,1
2521,0,"[47, 11, 28, 0]",-1,0,0,0,1
2522,0,"[43, 115, 36, 0]",-1,0,0,0,1
2523,0,"[23, 45, 66, 0]",-1,0,0,0,1
2524,0,"[13, 46, 112, 0]",-1,0,0,0,1
2525,0,"[63, 76, 229, 0]",-1,0,0,0,1
2526,0,"[50, 40, 110, 0]",-1,0,0,0,1
2527,0,"[47, 88, 0, 0]",-1,0,0,0,1
2528,0,"[10, 10, 167, 0]",-1,0,0,0,1
2529,0,"[63, 37, 137, 0]",-1,0,0,0,1
2530,0,"[54, 123, 232, 0]",-1,0,0,0,1
2531,0,"[29, 125, 174, 0]",-1,0,0,0,1
2532,0,"[6, 85, 202, 0]",-1,0,0,0,1
2533,0,"[14, 53, 101, 0]",-1,0,0,0,1
2534,0,"[53, 58, 238, 0]",-1,0,0,0,1
2535,0,"[1, 13, 128, 0]",-1,0,0,0,1
2536,0,"[4, 114, 208, 0]",-1,0,0,0,1
2537,0,"[45, 41, 190, 0]",-1,0,0,0,1
2538,0,"[51, 126, 96, 0]",-1,0,0,0,1
2539,0,"[20, 40, 253, 0]",-1,0,0,0,1
2540,0,"[48, 122, 156, 0]",-1,0,0,0,1
2541,0,"[19, 0, 10, 0]",-1,0,0,0,1
2542,0,"[34, 117, 205, 0]",-1,0,0,0,1
2543,0,"[61, 72, 210, 0]",-1,0,0,0,1
2544,0,"[36, 76, 130, 0]",-1,0,0,0,1
2545,0,"[20, 52, 163, 0]",-1,0,0,0,1
2546,0,"[59, 85, 254, 0]",-1,0,0,0,1
2547,0,"[61, 122, 245, 0]",-1,0,0,0,1
2548,0,"[22, 64, 32, 0]",-1,0,0,0,1
2549,0,"[30, 75, 254, 0]",-1,0,0,0,1
2550,0,"[46, 114, 46, 0]",-1,0,0,0,1
2551,0,"[8, 57, 171, 0]",-1,0,0,0,1
2552,0,"[34, 69, 221, 0]",-1,0,0,0,1
2553,0,"[18, 27, 92, 0]",-1,0,0,0,1
2554,0,"[1, 123, 38, 0]",-1,0,0,0,1
2555,0,"[48, 46, 100, 0]",-1,0,0,0,1
2556,0,"[18, 4, 185, 0]",-1,0,0,0,1
2557,0,"[38, 112, 92, 0]",-1,0,0,0,1
2558,0,"[58, 112, 152, 0]",-1,0,0,0,1
2559,0,"[20, 46, 61, 0]",-1,0,0,0,1
2560,0,"[33, 119, 150, 0]",-1,0,0,0,1
2561,0,"[35, 0, 57, 0]",-1,0,0,0,1
2562,0,"[61, 89, 11, 0]",-1,0,0,0,1
2563,0,"[1, 13, 128, 0]",-1,0,0,0,1
2564,0,"[52, 82, 86, 0]",-1,0,0,0,1
2565,0,"[34, 80, 214, 0]",-1,0,0,0,1
2566,0,"[24, 82, 111, 0]",-1,0,0,0,1
2567,0,"[12, 62, 85, 0]",-1,0,0,0,1
2568,0,"[4, 42, 121, 0]",-1,0,0,0,1
2569,0,"[58, 67, 237, 0]",-1,0,0,0,1
2570,0,"[42, 29, 185, 0]",-1,0,0,0,1
2571,0,"[1, 75, 152, 0]",-1,0,0,0,1
2572,0,"[41, 9, 107, 0]",-1,0,0,0,1
2573,0,"[59, 126, 119, 0]",-1,0,0,0,1
2574,0,"[25, 68, 231, 0]",-1,0,0,0,1
2575,0,"[44, 112, 119, 0]",-1,0,0,0,1
2576,0,"[29, 84, 86, 0]",-1,0,0,0,1
2577,0,"[16, 44, 181, 0]",-1,0,0,0,1
2578,0,"[10, 31, 9, 0]",-1,0,0,0,1
2579,0,"[13, 31, 56, 0]",-1,0,0,0,1
2580,0,"[26, 88, 163, 0]",-1,0,0,0,1
2581,0,"[60, 11, 5, 0]",-1,0,0,0,1
2582,0,"[46, 55, 53, 0]",-1,0,0,0,1
2583,0,"[54, 38, 225, 0]",-1,0,0,0,1
2584,0,"[35, 82, 34, 0]",-1,0,0,0,1
2585,0,"[63, 20, 78, 0]",-1,0,0,0,1
2586,0,"[52, 123, 118, 0]",-1,0,0,0,1
2587,0,"[14, 29, 145, 0]",-1,0,0,0,1
2588,0,"[16, 109, 210, 0]",-1,0,0,0,1
2589,0,"[19, 100, 195, 0]",-1,0,0,0,1
2590,0,"[1, 13, 128, 0]",-1,0,0,0,1
2591,0,"[18, 111, 28, 0]",-1,0,0,0,1
2592,0,"[41, 59, 90, 0]",-1,0,0,0,1
2593,0,"[19, 122, 41, 0]",-1,0,0,0,1
2594,0,"[2, 89, 63, 0]",-1,0,0,0,1
2595,0,"[38, 54, 58, 0]",-1,0,0,0,1
2596,0,"[58, 96, 183, 0]",-1,0,0,0,1
2597,0,"[53, 5, 238, 0]",-1,0,0,0,1
2598,0,"[39, 80, 44, 0]",-1,0,0,0,1
2599,0,"[42, 65, 70, 0]",-1,0,0,0,1
2600,0,"[1, 112, 63, 0]",-1,0,0,0,1
2601,0,"[4, 46, 59, 0]",-1,0,0,0,1
2602,0,"[62, 18, 85, 0]",-1,0,0,0,1
2603,0,"[7, 21, 253, 0]",-1,0,0,0,1
2604,0,"[6, 78, 151, 0]",-1,0,0,0,1
2605,0,"[9, 94, 65, 0]",-1,0,0,0,1
2606,0,"[50, 88, 128, 0]",-1,0,0,0,1
2607,0,"[25, 102, 172, 0]",-1,0,0,0,1
2608,0,"[61, 72, 210, 0]",-1,0,0,0,1
2609,0,"[51, 82, 67, 0]",-1,0,0,0,1
2610,0,"[38, 85, 176, 0]",-1,0,0,0,1
2611,0,"[22, 9, 16, 0]",-1,0,0,0,1
2612,0,"[30, 113, 162, 0]",-1,0,0,0,1
2613,0,"[47, 119, 242, 0]",-1,0,0,0,1
2614,0,"[2, 75, 220, 0]",-1,0,0,0,1
2615,0,"[20, 34, 4, 0]",-1,0,0,0,1
2616,0,"[5, 48, 235, 0]",-1,0,0,0,1
2617,0,"[11, 72, 79, 0]",-1,0,0,0,1
2618,0,"[10, 90, 167, 0]",-1,0,0,0,1
2619,0,"[58, 112, 152, 0]",-1,0,0,0,1
2620,0,"[37, 80, 241, 0]",-1,0,0,0,1
2621,0,"[62, 40, 245, 0]",-1,0,0,0,1
2622,0,"[20, 52, 68, 0]",-1,0,0,0,1
2623,0,"[48, 4, 204, 0]",-1,0,0,0,1
2624,0,"[2, 26, 88, 0]",-1,0,0,0,1
2625,0,"[34, 48, 123, 0]",-1,0,0,0,1
2626,0,"[30, 25, 219, 0]",-1,0,0,0,1
2627,0,"[7, 112, 178, 0]",-1,0,0,0,1
2628,0,"[31, 67, 6, 0]",-1,0,0,0,1
2629,0,"[51, 112, 65, 0]",-1,0,0,0,1
2630,0,"[7, 4, 55, 0]",-1,0,0,0,1
2631,0,"[37, 94, 5, 0]",-1,0,0,0,1
2632,0,"[61, 64, 170, 0]",-1,0,0,0,1
2633,0,"[38, 85, 94, 0]",-1,0,0,0,1
2634,0,"[16, 62, 253, 0]",-1,0,0,0,1
2635,0,"[47, 55, 196, 0]",-1,0,0,0,1
2636,0,"[61, 49, 209, 0]",-1,0,0,0,1
2637,0,"[6, 85, 202, 0]",-1,0,0,0,1
2638,0,"[18, 23, 235, 0]",-1,0,0,0,1
2639,0,"[54, 28, 222, 0]",-1,0,0,0,1
2640,0,"[59, 102, 138, 0]",-1,0,0,0,1
2641,0,"[16, 79, 208, 0]",-1,0,0,0,1
2642,0,"[38, 84, 192, 0]",-1,0,0,0,1
2643,0,"[43, 33, 140, 0]",-1,0,0,0,1
2644,0,"[51, 79, 41, 0]",-1,0,0,0,1
2645,0,"[34, 122, 193, 0]",-1,0,0,0,1
2646,0,"[42, 23, 164, 0]",-1,0,0,0,1
2647,0,"[18, 60, 117, 0]",-1,0,0,0,1
2648,0,"[34, 35, 107, 0]",-1,0,0,0,1
2649,0,"[8, 85, 89, 0]",-1,0,0,0,1
2650,0,"[7, 29, 149, 0]",-1,0,0,0,1
2651,0,"[1, 109, 10, 0]",-1,0,0,0,1
2652,0,"[29, 4, 245, 0]",-1,0,0,0,1
2653,0,"[53, 116, 175, 0]",-1,0,0,0,1
2654,0,"[17, 96, 63, 0]",-1,0,0,0,1
2655,0,"[63, 76, 229, 0]",-1,0,0,0,1
2656,0,"[47, 104, 41, 0]",-1,0,0,0,1
2657,0,"[47, 46, 174, 0]",-1,0,0,0,1
2658,0,"[14, 44, 140, 0]",-1,0,0,0,1
2659,0,"[7, 50, 34, 0]",-1,0,0,0,1
2660,0,"[32, 20, 59, 0]",-1,0,0,0,1
2661,0,"[16, 103, 241, 0]",-1,0,0,0,1
2662,0,"[7, 88, 59, 0]",-1,0,0,0,1
2663,0,"[4, 69, 33, 0]",-1,0,0,0,1
2664,0,"[23, 21, 165, 0]",-1,0,0,0,1
2665,0,"[61, 64, 170, 0]",-1,0,0,0,1
2666,0,"[48, 102, 185, 0]",-1,0,0,0,1
2667,0,"[24, 24, 239, 0]",-1,0,0,0,1
2668,0,"[55, 16, 52, 0]",-1,0,0,0,1
2669,0,"[61, 3, 234, 0]",-1,0,0,0,1
2670,0,"[3, 102, 167, 0]",-1,0,0,0,1
2671,0,"[60, 19, 163, 0]",-1,0,0,0,1
2672,0,"[47, 90, 69, 0]",-1,0,0,0,1
2673,0,"[44, 105, 21, 0]",-1,0,0,0,1
2674,0,"[49, 83, 100, 0]",-1,0,0,0,1
2675,0,"[35, 38, 114, 0]",-1,0,0,0,1
2676,0,"[52, 75, 244, 0]",-1,0,0,0,1
2677,0,"[39, 57, 170, 0]",-1,0,0,0,1
2678,0,"[27, 87, 28, 0]",-1,0,0,0,1
2679,0,"[59, 72, 117, 0]",-1,0,0,0,1
2680,0,"[29, 10, 134, 0]",-1,0,0,0,1
2681,0,"[24, 35, 14, 0]",-1,0,0,0,1
2682,0,"[46, 103, 96, 0]",-1,0,0,0,1
2683,0,"[24, 61, 118, 0]",-1,0,0,0,1
2684,0,"[42, 73, 3, 0]",-1,0,0,0,1
2685,0,"[34, 71, 235, 0]",-1,0,0,0,1
2686,0,"[40, 48, 45, 0]",-1,0,0,0,1
2687,0,"[24, 61, 118, 0]",-1,0,0,0,1
2688,0,"[61, 108, 117, 0]",-1,0,0,0,1
2689,0,"[48, 127, 235, 0]",-1,0,0,0,1
2690,0,"[62, 41, 137, 0]",-1,0,0,0,1
2691,0,"[7, 26, 175, 0]",-1,0,0,0,1
2692,0,"[6, 85, 202, 0]",-1,0,0,0,1
2693,0,"[4, 43, 15, 0]",-1,0,0,0,1
2694,0,"[28, 71, 117, 0]",-1,0,0,0,1
2695,0,"[4, 87, 29, 0]",-1,0,0,0,1
2696,0,"[38, 84, 192, 0]",-1,0,0,0,1
2697,0,"[16, 100, 123, 0]",-1,0,0,0,1
2698,0,"[24, 20, 135, 0]",-1,0,0,0,1
2699,0,"[3, 7, 162, 0]",-1,0,0,0,1
2700,0,"[62, 85, 230, 0]",-1,0,0,0,1
2701,0,"[11, 58, 210, 0]",-1,0,0,0,1
2702,0,"[56, 28, 65, 0]",-1,0,0,0,1
2703,0,"[8, 79, 116, 0]",-1,0,0,0,1
2704,0,"[16, 36, 75, 0]",-1,0,0,0,1
2705,0,"[23, 124, 255, 0]",-1,0,0,0,1
2706,0,"[36, 42, 143, 0]",-1,0,0,0,1
2707,0,"[14, 85, 201, 0]",-1,0,0,0,1
2708,0,"[18, 69, 95, 0]",-1,0,0,0,1
2709,0,"[14, 5, 0, 0]",-1,0,0,0,1
2710,0,"[61, 36, 30, 0]",-1,0,0,0,1
2711,0,"[13, 122, 97, 0]",-1,0,0,0,1
2712,0,"[44, 84, 74, 0]",-1,0,0,0,1
2713,0,"[10, 61, 64, 0]",-1,0,0,0,1
2714,0,"[46, 85, 42, 0]",-1,0,0,0,1
2715,0,"[38, 84, 192, 0]",-1,0,0,0,1
2716,0,"[58, 78, 128, 0]",-1,0,0,0,1
2717,0,"[39, 103, 163, 0]",-1,0,0,0,1
2718,0,"[33, 84, 183, 0]",-1,0,0,0,1
2719,0,"[59, 75, 143, 0]",-1,0,0,0,1
2720,0,"[16, 61, 66, 0]",-1,0,0,0,1
2721,0,"[19, 23, 97, 0]",-1,0,0,0,1
2722,0,"[31, 121, 121, 0]",-1,0,0,0,1
2723,0,"[39, 57, 29, 0]",-1,0,0,0,1
2724,0,"[59, 22, 229, 0]",-1,0,0,0,1
2725,0,"[6, 78, 151, 0]",-1,0,0,0,1
2726,0,"[49, 23, 151, 0]",-1,0,0,0,1
2727,0,"[24, 62, 215, 0]",-1,0,0,0,1
2728,0,"[43, 59, 86, 0]",-1,0,0,0,1
2729,0,"[7, 116, 131, 0]",-1,0,0,0,1
2730,0,"[58, 78, 243, 0]",-1,0,0,0,1
2731,0,"[56, 10, 6, 0]",-1,0,0,0,1
2732,0,"[30, 30, 169, 0]",-1,0,0,0,1
2733,0,"[60, 108, 15, 0]",-1,0,0,0,1
2734,0,"[58, 96, 183, 0]",-1,0,0,0,1
2735,0,"[39, 30, 156, 0]",-1,0,0,0,1
2736,0,"[19, 41, 12, 0]",-1,0,0,0,1
2737,0,"[30, 68, 124, 0]",-1,0,0,0,1
2738,0,"[16, 61, 201, 0]",-1,0,0,0,1
2739,0,"[7, 116, 131, 0]",-1,0,0,0,1
2740,0,"[10, 12, 98, 0]",-1,0,0,0,1
2741,0,"[9, 18, 222, 0]",-1,0,0,0,1
2742,0,"[61, 21, 244, 0]",-1,0,0,0,1
2743,0,"[22, 62, 226, 0]",-1,0,0,0,1
2744,0,"[19, 76, 218, 0]",-1,0,0,0,1
2745,0,"[44, 80, 151, 0]",-1,0,0,0,1
2746,0,"[39, 27, 160, 0]",-1,0,0,0,1
2747,0,"[1, 84, 51, 0]",-1,0,0,0,1
2748,0,"[63, 76, 229, 0]",-1,0,0,0,1
2749,0,"[16, 78, 83, 0]",-1,0,0,0,1
2750,0,"[39, 80, 201, 0]",-1,0,0,0,1
2751,0,"[35, 18, 171, 0]",-1,0,0,0,1
2752,0,"[33, 87, 54, 0]",-1,0,0,0,1
2753,0,"[44, 112, 119, 0]",-1,0,0,0,1
2754,0,"[4, 126, 212, 0]",-1,0,0,0,1
2755,0,"[54, 3, 67, 0]",-1,0,0,0,1
2756,0,"[59, 52, 20, 0]",-1,0,0,0,1
2757,0,"[56, 101, 190, 0]",-1,0,0,0,1
2758,0,"[31, 49, 67, 0]",-1,0,0,0,1
2759,0,"[10, 103, 203, 0]",-1,0,0,0,1
2760,0,"[42, 109, 138, 0]",-1,0,0,0,1
2761,0,"[16, 53, 214, 0]",-1,0,0,0,1
2762,0,"[2, 117, 122, 0]",-1,0,0,0,1
2763,0,"[63, 101, 10, 0]",-1,0,0,0,1
2764,0,"[62, 108, 122, 0]",-1,0,0,0,1
2765,0,"[14, 119, 200, 0]",-1,0,0,0,1
2766,0,"[37, 30, 254, 0]",-1,0,0,0,1
2767,0,"[6, 46, 195, 0]",-1,0,0,0,1
2768,0,"[6, 33, 49, 0]",-1,0,0,0,1
2769,0,"[43, 59, 58, 0]",-1,0,0,0,1
2770,0,"[25, 106, 238, 0]",-1,0,0,0,1
2771,0,"[44, 94, 175, 0]",-1,0,0,0,1
2772,0,"[6, 85, 202, 0]",-1,0,0,0,1
2773,0,"[22, 70, 175, 0]",-1,0,0,0,1
2774,0,"[38, 85, 94, 0]",-1,0,0,0,1
2775,0,"[16, 53, 174, 0]",-1,0,0,0,1
2776,0,"[58, 29, 154, 0]",-1,0,0,0,1
2777,0,"[36, 18, 74, 0]",-1,0,0,0,1
2778,0,"[4, 87, 29, 0]",-1,0,0,0,1
2779,0,"[23, 64, 210, 0]",-1,0,0,0,1
2780,0,"[31, 29, 178, 0]",-1,0,0,0,1
2781,0,"[34, 85, 22, 0]",-1,0,0,0,1
2782,0,"[52, 34, 236, 0]",-1,0,0,0,1
2783,0,"[26, 101, 108, 0]",-1,0,0,0,1
2784,0,"[38, 74, 151, 0]",-1,0,0,0,1
2785,0,"[33, 86, 92, 0]",-1,0,0,0,1
2786,0,"[19, 89, 94, 0]",-1,0,0,0,1
2787,0,"[16, 88, 208, 0]",-1,0,0,0,1
2788,0,"[54, 38, 225, 0]",-1,0,0,0,1
2789,0,"[52, 38, 10, 0]",-1,0,0,0,1
2790,0,"[0, 88, 39, 0]",-1,0,0,1,1
2791,0,"[42, 66, 13, 0]",-1,0,0,0,1
2792,0,"[22, 22, 31, 0]",-1,0,0,0,1
2793,0,"[54, 38, 225, 0]",-1,0,0,0,1
2794,0,"[2, 70, 148, 0]",-1,0,0,0,1
2795,0,"[57, 94, 161, 0]",-1,0,0,0,1
2796,0,"[55, 119, 58, 0]",-1,0,0,0,1
2797,0,"[22, 11, 51, 0]",-1,0,0,0,1
2798,0,"[4, 86, 52, 0]",-1,0,0,0,1
2799,0,"[31, 75, 67, 0]",-1,0,0,0,1
2800,0,"[56, 54, 223, 0]",-1,0,0,0,1
2801,0,"[21, 16, 101, 0]",-1,0,0,0,1
2802,0,"[4, 30, 169, 0]",-1,0,0,0,1
2803,0,"[45, 126, 142, 0]",-1,0,0,0,1
2804,0,"[0, 115, 179, 0]",-1,0,0,1,1
2805,0,"[61, 83, 240, 0]",-1,0,0,0,1
2806,0,"[52, 38, 10, 0]",-1,0,0,0,1
2807,0,"[17, 5, 87, 0]",-1,0,0,0,1
2808,0,"[38, 125, 209, 0]",-1,0,0,0,1
2809,0,"[27, 3, 110, 0]",-1,0,0,0,1
2810,0,"[41, 111, 14, 0]",-1,0,0,0,1
2811,0,"[47, 78, 147, 0]",-1,0,0,0,1
2812,0,"[32, 20, 43, 0]",-1,0,0,0,1
2813,0,"[48, 53, 84, 0]",-1,0,0,0,1
2814,0,"[29, 4, 42, 0]",-1,0,0,0,1
2815,0,"[62, 69, 205, 0]",-1,0,0,0,1
2816,0,"[5, 60, 28, 0]",-1,0,0,0,1
2817,0,"[38, 74, 151, 0]",-1,0,0,0,1
2818,0,"[28, 38, 136, 0]",-1,0,0,0,1
2819,0,"[16, 61, 186, 0]",-1,0,0,0,1
2820,0,"[0, 84, 17, 0]",-1,0,0,1,1
2821,0,"[26, 62, 10, 0]",-1,0,0,0,1
2822,0,"[6, 94, 211, 0]",-1,0,0,0,1
2823,0,"[51, 14, 89, 0]",-1,0,0,0,1
2824,0,"[41, 33, 53, 0]",-1,0,0,0,1
2825,0,"[55, 75, 187, 0]",-1,0,0,0,1
2826,0,"[23, 2, 158, 0]",-1,0,0,0,1
2827,0,"[46, 66, 85, 0]",-1,0,0,0,1
2828,0,"[51, 2, 233, 0]",-1,0,0,0,1
2829,0,"[13, 94, 160, 0]",-1,0,0,0,1
2830,0,"[5, 28, 147, 0]",-1,0,0,0,1
2831,0,"[39, 114, 226, 0]",-1,0,0,0,1
2832,0,"[7, 4, 55, 0]",-1,0,0,0,1
2833,0,"[17, 76, 73, 0]",-1,0,0,0,1
2834,0,"[61, 50, 117, 0]",-1,0,0,0,1
2835,0,"[33, 50, 167, 0]",-1,0,0,0,1
2836,0,"[60, 70, 55, 0]",-1,0,0,0,1
2837,0,"[4, 69, 53, 0]",-1,0,0,0,1
2838,0,"[60, 11, 5, 0]",-1,0,0,0,1
2839,0,"[10, 88, 224, 0]",-1,0,0,0,1
2840,0,"[13, 83, 165, 0]",-1,0,0,0,1
2841,0,"[13, 43, 42, 0]",-1,0,0,0,1
2842,0,"[22, 33, 93, 0]",-1,0,0,0,1
2843,0,"[4, 22, 239, 0]",-1,0,0,0,1
2844,0,"[16, 59, 242, 0]",-1,0,0,0,1
2845,0,"[49, 111, 23, 0]",-1,0,0,0,1
2846,0,"[50, 124, 123, 0]",-1,0,0,0,1
2847,0,"[0, 87, 17, 0]",-1,0,0,1,1
2848,0,"[38, 74, 151, 0]",-1,0,0,0,1
2849,0,"[46, 55, 139, 0]",-1,0,0,0,1
2850,0,"[16, 19, 83, 0]",-1,0,0,0,1
2851,0,"[17, 122, 12, 0]",-1,0,0,0,1
2852,0,"[9, 69, 255, 0]",-1,0,0,0,1
2853,0,"[4, 0, 215, 0]",-1,0,0,0,1
2854,0,"[53, 58, 224, 0]",-1,0,0,0,1
2855,0,"[61, 108, 250, 0]",-1,0,0,0,1
2856,0,"[3, 26, 123, 0]",-1,0,0,0,1
2857,0,"[13, 84, 171, 0]",-1,0,0,0,1
2858,0,"[44, 100, 114, 0]",-1,0,0,0,1
2859,0,"[13, 28, 99, 0]",-1,0,0,0,1
2860,0,"[42, 25, 14, 0]",-1,0,0,0,1
2861,0,"[45, 96, 216, 0]",-1,0,0,0,1
2862,0,"[45, 120, 99, 0]",-1,0,0,0,1
2863,0,"[20, 120, 45, 0]",-1,0,0,0,1
2864,0,"[44, 26, 126, 0]",-1,0,0,0,1
2865,0,"[49, 67, 23, 0]",-1,0,0,0,1
2866,0,"[5, 126, 125, 0]",-1,0,0,0,1
2867,0,"[46, 24, 42, 0]",-1,0,0,0,1
2868,0,"[4, 94, 76, 0]",-1,0,0,0,1
2869,0,"[62, 111, 123, 0]",-1,0,0,0,1
2870,0,"[36, 113, 217, 0]",-1,0,0,0,1
2871,0,"[63, 4, 158, 0]",-1,0,0,0,1
2872,0,"[38, 84, 192, 0]",-1,0,0,0,1
2873,0,"[30, 79, 96, 0]",-1,0,0,0,1
2874,0,"[36, 44, 9, 0]",-1,0,0,0,1
2875,0,"[4, 43, 15, 0]",-1,0,0,0,1
2876,0,"[38, 116, 163, 0]",-1,0,0,0,1
2877,0,"[63, 12, 180, 0]",-1,0,0,0,1
2878,0,"[55, 100, 104, 0]",-1,0,0,0,1
2879,0,"[58, 92, 239, 0]",-1,0,0,0,1
2880,0,"[16, 44, 181, 0]",-1,0,0,0,1
2881,0,"[17, 124, 105, 0]",-1,0,0,0,1
2882,0,"[4, 22, 239, 0]",-1,0,0,0,1
2883,0,"[21, 29, 65, 0]",-1,0,0,0,1
2884,0,"[27, 32, 149, 0]",-1,0,0,0,1
2885,0,"[46, 52, 241, 0]",-1,0,0,0,1
2886,0,"[23, 73, 229, 0]",-1,0,0,0,1
2887,0,"[0, 80, 172, 0]",-1,0,0,1,1
2888,0,"[54, 123, 228, 0]",-1,0,0,0,1
2889,0,"[34, 16, 244, 0]",-1,0,0,0,1
2890,0,"[3, 2, 81, 0]",-1,0,0,0,1
2891,0,"[5, 60, 190, 0]",-1,0,0,0,1
2892,0,"[16, 61, 201, 0]",-1,0,0,0,1
2893,0,"[52, 117, 205, 0]",-1,0,0,0,1
2894,0,"[59, 52, 128, 0]",-1,0,0,0,1
2895,0,"[8, 67, 138, 0]",-1,0,0,0,1
2896,0,"[33, 86, 48, 0]",-1,0,0,0,1
2897,0,"[61, 102, 34, 0]",-1,0,0,0,1
2898,0,"[38, 100, 180, 0]",-1,0,0,0,1
2899,0,"[4, 43, 15, 0]",-1,0,0,0,1
2900,0,"[4, 64, 13, 0]",-1,0,0,0,1
2901,0,"[55, 7, 175, 0]",-1,0,0,0,1
2902,0,"[35, 41, 63, 0]",-1,0,0,0,1
2903,0,"[51, 79, 41, 0]",-1,0,0,0,1
2904,0,"[49, 87, 200, 0]",-1,0,0,0,1
2905,0,"[5, 60, 187, 0]",-1,0,0,0,1
2906,0,"[12, 62, 85, 0]",-1,0,0,0,1
2907,0,"[0, 15, 127, 0]",-1,0,0,1,1
2908,0,"[6, 43, 149, 0]",-1,0,0,0,1
2909,0,"[25, 18, 123, 0]",-1,0,0,0,1
2910,0,"[13, 11, 40, 0]",-1,0,0,0,1
2911,0,"[38, 58, 42, 0]",-1,0,0,0,1
2912,0,"[0, 127, 175, 0]",-1,0,0,1,1
2913,0,"[9, 91, 3, 0]",-1,0,0,0,1
2914,0,"[19, 89, 94, 0]",-1,0,0,0,1
2915,0,"[58, 109, 130, 0]",-1,0,0,0,1
2916,0,"[42, 58, 160, 0]",-1,0,0,0,1
2917,0,"[27, 87, 28, 0]",-1,0,0,0,1
2918,0,"[62, 49, 162, 0]",-1,0,0,0,1
2919,0,"[39, 40, 73, 0]",-1,0,0,0,1
2920,0,"[38, 84, 192, 0]",-1,0,0,0,1
2921,0,"[19, 100, 195, 0]",-1,0,0,0,1
2922,0,"[42, 97, 4, 0]",-1,0,0,0,1
2923,0,"[53, 78, 237, 0]",-1,0,0,0,1
2924,0,"[52, 15, 193, 0]",-1,0,0,0,1
2925,0,"[37, 25, 225, 0]",-1,0,0,0,1
2926,0,"[61, 111, 92, 0]",-1,0,0,0,1
2927,0,"[39, 126, 201, 0]",-1,0,0,0,1
2928,0,"[3, 102, 153, 0]",-1,0,0,0,1
2929,0,"[44, 33, 23, 0]",-1,0,0,0,1
2930,0,"[10, 10, 167, 0]",-1,0,0,0,1
2931,0,"[5, 41, 87, 0]",-1,0,0,0,1
2932,0,"[58, 100, 206, 0]",-1,0,0,0,1
2933,0,"[27, 32, 20, 0]",-1,0,0,0,1
2934,0,"[44, 100, 68, 0]",-1,0,0,0,1
2935,0,"[20, 113, 242, 0]",-1,0,0,0,1
2936,0,"[59, 72, 117, 0]",-1,0,0,0,1
2937,0,"[0, 42, 153, 0]",-1,0,0,1,1
2938,0,"[10, 127, 196, 0]",-1,0,0,0,1
2939,0,"[58, 78, 243, 0]",-1,0,0,0,1
2940,0,"[46, 90, 49, 0]",-1,0,0,0,1
2941,0,"[4, 125, 145, 0]",-1,0,0,0,1
2942,0,"[7, 115, 89, 0]",-1,0,0,0,1
2943,0,"[44, 29, 108, 0]",-1,0,0,0,1
2944,0,"[46, 14, 32, 0]",-1,0,0,0,1
2945,0,"[8, 50, 163, 0]",-1,0,0,0,1
2946,0,"[7, 70, 234, 0]",-1,0,0,0,1
2947,0,"[30, 86, 160, 0]",-1,0,0,0,1
2948,0,"[30, 81, 141, 0]",-1,0,0,0,1
2949,0,"[50, 87, 90, 0]",-1,0,0,0,1
2950,0,"[3, 101, 46, 0]",-1,0,0,0,1
2951,0,"[16, 100, 162, 0]",-1,0,0,0,1
2952,0,"[27, 29, 179, 0]",-1,0,0,0,1
2953,0,"[55, 111, 231, 0]",-1,0,0,0,1
2954,0,"[15, 19, 90, 0]",-1,0,0,0,1
2955,0,"[35, 44, 196, 0]",-1,0,0,0,1
2956,0,"[12, 91, 193, 0]",-1,0,0,0,1
2957,0,"[49, 71, 59, 0]",-1,0,0,0,1
2958,0,"[57, 46, 157, 0]",-1,0,0,0,1
2959,0,"[3, 37, 133, 0]",-1,0,0,0,1
2960,0,"[32, 51, 198, 0]",-1,0,0,0,1
