epoch,layer,transport_error
457,0,6.373886307642351e-09
457,1,6.951264452936812e-09
458,0,8.180159660753361e-09
458,1,7.939313206861698e-09
459,0,8.059294565043729e-09
459,1,8.14296097217948e-09
460,0,7.739333618417277e-09
460,1,8.820548735855027e-09
461,0,7.386021572131085e-09
461,1,7.553029313100978e-09
462,0,7.12249237366791e-09
462,1,8.494131620295775e-09
463,0,6.782389316839499e-09
463,1,7.518892175539804e-09
464,0,7.246923505732639e-09
464,1,7.729910933562678e-09
465,0,8.455735667212139e-09
465,1,8.68622063165958e-09
466,0,7.59718510323637e-09
466,1,7.702292137423683e-09
467,0,7.1632197951032595e-09
467,1,7.814605851308443e-09
468,0,7.767053666896118e-09
468,1,7.98755550590613e-09
469,0,9.255879618308427e-09
469,1,8.564020603785139e-09
470,0,6.89647583484998e-09
470,1,8.064138690144773e-09
471,0,8.387258887410098e-09
471,1,9.340987539019352e-09
472,0,5.768924005167264e-09
472,1,7.368275767305477e-09
473,0,7.657034117869443e-09
473,1,7.227201503923197e-09
474,0,7.0766135173983e-09
474,1,8.461793044034494e-09
475,0,7.97218380199638e-09
475,1,7.504344701203536e-09
476,0,7.709192395566333e-09
476,1,9.027279368467589e-09
477,0,7.592942274925463e-09
477,1,8.067563506131137e-09
478,0,7.870981200142069e-09
478,1,7.670087676103776e-09
479,0,9.288711133592642e-09
479,1,7.68296182229733e-09
480,0,8.904548209898167e-09
480,1,9.567163949952828e-09
481,0,7.1800783096875875e-09
481,1,8.095355497061973e-09
482,0,8.490974146013741e-09
482,1,8.396621176132157e-09
483,0,6.274444963594306e-09
483,1,6.711402100734176e-09
484,0,6.969022692260296e-09
484,1,7.61166951690484e-09
485,0,6.989704370852223e-09
485,1,7.1667352052884326e-09
486,0,7.79240227899436e-09
486,1,8.201021195475278e-09
487,0,7.291042436463613e-09
487,1,7.178800665030849e-09
488,0,6.555625819970601e-09
488,1,6.922123318986451e-09
489,0,9.687726176821343e-09
489,1,7.314144401249223e-09
490,0,5.9566822585566115e-09
490,1,6.981949240980612e-09
491,0,6.737688185154411e-09
491,1,7.087903597380318e-09
492,0,6.946375918914782e-09
492,1,7.3454908822156995e-09
493,0,6.82260781204036e-09
493,1,7.0514047934011614e-09
494,0,7.203800667099358e-09
494,1,7.087081144163676e-09
495,0,7.081892849924998e-09
495,1,7.279999714171481e-09
496,0,6.424614173994314e-09
496,1,6.762872484245008e-09
497,0,6.959143927787181e-09
497,1,6.784012018812291e-09
498,0,6.255811424438207e-09
498,1,7.86552867282353e-09
499,0,6.397240959188366e-09
499,1,7.756748132692337e-09
500,0,7.203813101597234e-09
500,1,7.098567067487238e-09
501,0,7.099635990215347e-09
501,1,8.352980529480192e-09
502,0,7.121983891522632e-09
502,1,8.213358881903332e-09
503,0,7.096049525756598e-09
503,1,7.501025578449116e-09
504,0,7.8168040928972e-09
504,1,7.52458895192376e-09
505,0,8.955072239302808e-09
505,1,8.579553067988854e-09
506,0,7.2564136921471345e-09
506,1,8.232287740383981e-09
507,0,7.552981351466315e-09
507,1,7.834891846414394e-09
508,0,7.45865946782942e-09
508,1,7.760298181835878e-09
509,0,5.931996227559466e-09
509,1,7.325685391634806e-09
510,0,7.531695267459781e-09
510,1,8.161524789329633e-09
511,0,7.325452244799635e-09
511,1,8.241010540643856e-09
512,0,8.812227392240857e-09
512,1,7.718576888748885e-09
513,0,6.151211984217753e-09
513,1,7.795588174985824e-09
514,0,6.6261329756400755e-09
514,1,6.872133084812049e-09
515,0,6.40812780616784e-09
515,1,6.4716263459274614e-09
516,0,6.276064556942629e-09
516,1,6.5153278328011766e-09
517,0,7.263964096893005e-09
517,1,7.430845272438091e-09
518,0,5.3899418261948995e-09
518,1,6.963110088520352e-09
519,0,7.46639194915133e-09
519,1,7.522315215169328e-09
520,0,7.016072611776281e-09
520,1,7.011316860427996e-09
521,0,6.762221893552578e-09
521,1,7.012308067544382e-09
522,0,7.292011439119506e-09
522,1,7.026626391848367e-09
523,0,6.357606885387668e-09
523,1,6.76855327341741e-09
524,0,7.130525059295678e-09
524,1,6.682377318156796e-09
525,0,6.232163229924481e-09
525,1,7.129480561474111e-09
526,0,5.805428138216939e-09
526,1,7.037171734225467e-09
527,0,6.063749946605412e-09
527,1,6.772070904048633e-09
528,0,6.288357390360488e-09
528,1,7.123592382640709e-09
529,0,7.867181572862592e-09
529,1,7.425210668543514e-09
530,0,5.947256465077544e-09
530,1,6.944258945651427e-09
531,0,6.246422490363557e-09
531,1,7.951492797531046e-09
532,0,6.686079245810106e-09
532,1,6.900787496988414e-09
533,0,6.051995349309891e-09
533,1,7.002978197334642e-09
534,0,7.279860270159588e-09
534,1,6.496433613278896e-09
535,0,6.302649957490303e-09
535,1,7.737646079419847e-09
536,0,5.958918691817416e-09
536,1,6.498526161635709e-09
537,0,6.16641271378171e-09
537,1,6.323312096156997e-09
538,0,6.422689047269614e-09
538,1,7.057588291559114e-09
539,0,7.488213604744942e-09
539,1,7.805103230396071e-09
540,0,5.115192713844863e-09
540,1,6.659961027111194e-09
541,0,4.527166641565827e-09
541,1,5.414321435637248e-09
542,0,5.691670246221747e-09
542,1,6.704997002060509e-09
543,0,7.404054258586257e-09
543,1,6.218627834897461e-09
544,0,7.905367915839179e-09
544,1,7.523667022724112e-09
545,0,5.972505157103569e-09
545,1,6.248020767429807e-09
546,0,6.230202576062993e-09
546,1,5.956719117961029e-09
547,0,6.784565798056974e-09
547,1,6.88990153818736e-09
548,0,7.002683322099301e-09
548,1,6.80430467525639e-09
549,0,6.3352842971653445e-09
549,1,7.177149541348626e-09
550,0,6.596980739459468e-09
550,1,7.244694621988401e-09
551,0,6.719085288153792e-09
551,1,6.5214589284323665e-09
552,0,5.792017088168677e-09
552,1,6.729555135365217e-09
553,0,5.9300968580089375e-09
553,1,5.9919251782503125e-09
554,0,5.396203484053785e-09
554,1,5.913847189731314e-09
555,0,6.182041545343964e-09
555,1,7.05679958912242e-09
556,0,5.8910125666500335e-09
556,1,6.793217988132483e-09
557,0,6.102613081537811e-09
557,1,6.919405048932958e-09
558,0,5.855853579816994e-09
558,1,7.1133219314845064e-09
559,0,5.685183435133467e-09
559,1,6.777340910701923e-09
560,0,6.409629715875553e-09
560,1,6.559683907170211e-09
561,0,6.6342127347240876e-09
561,1,6.601109880932654e-09
562,0,5.983317397095789e-09
562,1,5.930368196516156e-09
563,0,8.03373190194634e-09
563,1,6.573178001900715e-09
564,0,6.136303021264666e-09
564,1,6.436498445339112e-09
565,0,6.1929354977507955e-09
565,1,7.493929921054132e-09
566,0,6.103172189853012e-09
566,1,5.798498570186439e-09
567,0,5.732337271524557e-09
567,1,6.3255218840652105e-09
568,0,5.612005971045164e-09
568,1,5.564374738753486e-09
569,0,6.32229468777723e-09
569,1,6.7686651838982925e-09
570,0,6.085929538102164e-09
570,1,6.155598253343442e-09
571,0,6.6953216304455054e-09
571,1,7.369940213663995e-09
572,0,6.197983015709951e-09
572,1,6.163114463220154e-09
573,0,7.570900351083765e-09
573,1,7.4321864218518385e-09
574,0,7.2061068223661096e-09
574,1,7.752485764456196e-09
575,0,7.23839033156537e-09
575,1,7.365583254426156e-09
576,0,5.553185022932894e-09
576,1,6.178687783631176e-09
577,0,6.195037816070226e-09
577,1,6.708920974318744e-09
578,0,6.05022210109496e-09
578,1,6.558859677596729e-09
579,0,6.395338036924159e-09
579,1,5.5691149469794254e-09
580,0,6.744704794670042e-09
580,1,7.154468573133954e-09
581,0,5.366088906555433e-09
581,1,6.417877340680889e-09
582,0,6.3546989892415695e-09
582,1,7.369023169445654e-09
583,0,6.0314357952506725e-09
583,1,6.383792161557267e-09
584,0,7.035398486010536e-09
584,1,6.7602416997658565e-09
585,0,5.584013251791475e-09
585,1,6.52337384110524e-09
586,0,6.536142738156059e-09
586,1,6.9515020406640815e-09
587,0,6.555316289791335e-09
587,1,6.9827286175438985e-09
588,0,6.31462482303391e-09
588,1,6.9886731957069514e-09
589,0,6.132665930635994e-09
589,1,6.120036477597068e-09
590,0,5.89034110376474e-09
590,1,6.258576767947943e-09
591,0,7.094288267950333e-09
591,1,6.797298723881795e-09
592,0,5.942134340131133e-09
592,1,6.478626968231538e-09
593,0,5.830796290240414e-09
593,1,7.040489080623047e-09
594,0,5.797264890361475e-09
594,1,6.802214791434835e-09
595,0,5.3789710463547635e-09
595,1,5.8650164724838305e-09
596,0,5.3497437590976915e-09
596,1,6.0846656602109306e-09
597,0,6.273102926002139e-09
597,1,7.387302325412293e-09
598,0,6.858029255596421e-09
598,1,7.245549049628153e-09
599,0,6.699837129531261e-09
599,1,7.084332231954704e-09
600,0,6.969251398203369e-09
600,1,6.73079014745781e-09
601,0,6.174982303264187e-09
601,1,6.110796313407718e-09
602,0,5.841732431122182e-09
602,1,6.91223345228309e-09
603,0,4.8915307360175575e-09
603,1,5.616636933325481e-09
604,0,6.134262431345405e-09
604,1,6.318051859466323e-09
605,0,7.542908520008496e-09
605,1,7.453992978412316e-09
606,0,7.192729079008586e-09
606,1,7.135250168488483e-09
607,0,6.0650791056104936e-09
607,1,6.984661293785166e-09
608,0,5.9839515564874546e-09
608,1,7.55761320192505e-09
609,0,5.892737853230301e-09
609,1,6.307157462970281e-09
610,0,6.8185483925731205e-09
610,1,6.919441908337376e-09
611,0,6.61175514338197e-09
611,1,7.169865146039456e-09
612,0,5.505049305298826e-09
612,1,6.63722721228055e-09
613,0,6.89724544145065e-09
613,1,7.038660321256884e-09
614,0,5.996781737849233e-09
614,1,6.530746166077961e-09
615,0,6.416093434324921e-09
615,1,6.489872639292571e-09
616,0,5.749673182009474e-09
616,1,6.421413178969715e-09
617,0,5.770512956360108e-09
617,1,7.117133993261859e-09
618,0,6.600989088667575e-09
618,1,6.923452033902322e-09
619,0,7.339781227244657e-09
619,1,7.249068900705424e-09
620,0,7.753051534109545e-09
620,1,7.881600261328003e-09
621,0,7.49526662957578e-09
621,1,7.280377189999854e-09
622,0,6.4811693789579294e-09
622,1,6.2440332904145635e-09
623,0,7.149615122159503e-09
623,1,7.114469458002759e-09
624,0,7.57020579555956e-09
624,1,7.380897226738625e-09
625,0,5.672495362318841e-09
625,1,7.123044376555754e-09
626,0,6.1007279228419975e-09
626,1,6.51801324025314e-09
627,0,6.950494402246932e-09
627,1,6.4984870817852425e-09
628,0,6.378738426349173e-09
628,1,6.571365229746107e-09
629,0,5.429750427055069e-09
629,1,6.615475722782094e-09
630,0,6.642225880426622e-09
630,1,6.744687475190858e-09
631,0,6.448833911321117e-09
631,1,7.259563172823391e-09
632,0,5.533747238217757e-09
632,1,5.7232072414592494e-09
633,0,6.3909517677984695e-09
633,1,5.862068164219636e-09
634,0,8.286439978633098e-09
634,1,8.204584567295115e-09
635,0,4.8675752317706156e-09
635,1,6.002522034975755e-09
636,0,8.151156194458054e-09
636,1,6.9486172371568955e-09
637,0,5.2164526032072445e-09
637,1,6.529688789669308e-09
638,0,7.174943750243301e-09
638,1,7.545273739140157e-09
639,0,6.417306686046231e-09
639,1,7.310209770849951e-09
640,0,7.219418840520575e-09
640,1,7.0244401406682755e-09
641,0,6.404179853092273e-09
641,1,7.168978743976595e-09
642,0,5.88589799122019e-09
642,1,6.876145874912254e-09
643,0,7.472244156758734e-09
643,1,7.861897799443796e-09
644,0,5.490363719218294e-09
644,1,7.58616813811841e-09
645,0,7.77720465805487e-09
645,1,7.067585627851258e-09
646,0,5.597966534764964e-09
646,1,6.220416182145527e-09
647,0,7.018334358122047e-09
647,1,7.329710616232887e-09
648,0,7.288199377342153e-09
648,1,7.162937354365795e-09
649,0,6.652223216718767e-09
649,1,6.5178009656108316e-09
650,0,7.331444784597352e-09
650,1,6.7896586131155345e-09
651,0,7.0741563718002e-09
651,1,6.915919392724845e-09
652,0,6.016571685307781e-09
652,1,6.746545988534081e-09
653,0,6.432932408984016e-09
653,1,6.94087320951553e-09
654,0,5.4961026840771865e-09
654,1,7.268389445869161e-09
655,0,7.240834154487175e-09
655,1,7.212091368558049e-09
656,0,6.000453023347063e-09
656,1,6.611484693053171e-09
657,0,5.334956920677314e-09
657,1,6.604492064354872e-09
658,0,5.983761930394849e-09
658,1,7.085886544189179e-09
659,0,6.594854884411916e-09
659,1,6.888590142750672e-09
660,0,6.885304770776202e-09
660,1,6.723053669333012e-09
661,0,6.111750217030476e-09
661,1,6.773789973379962e-09
662,0,8.069529933152353e-09
662,1,7.580410965601914e-09
663,0,7.4425083873563835e-09
663,1,7.3532597788528165e-09
664,0,6.761515791708916e-09
664,1,7.126012668834392e-09
665,0,7.314861161233921e-09
665,1,7.481049557611641e-09
666,0,7.459248330121682e-09
666,1,6.215200798465048e-09
667,0,7.464810991564264e-09
667,1,7.042689542657854e-09
668,0,5.7768811956293575e-09
668,1,7.063378770766349e-09
669,0,6.413433339957919e-09
669,1,6.556422071923862e-09
670,0,6.813250852388819e-09
670,1,7.798447221318838e-09
671,0,6.02024652351929e-09
671,1,6.394351270699872e-09
672,0,6.636466487464077e-09
672,1,7.458138995275476e-09
673,0,7.959225278852955e-09
673,1,7.46037809307154e-09
674,0,8.785479899131587e-09
674,1,6.7502927691975856e-09
675,0,6.616801773162706e-09
675,1,6.29984420186247e-09
676,0,6.528461327093282e-09
676,1,5.807090808218618e-09
677,0,7.105255939166e-09
677,1,7.778554689252815e-09
678,0,7.029923754231504e-09
678,1,7.657532385962895e-09
679,0,5.1402477829753934e-09
679,1,6.259155416188378e-09
680,0,7.109896671408933e-09
680,1,7.042215699470944e-09
681,0,8.567668352554847e-09
681,1,7.80504638697721e-09
682,0,5.901169330968514e-09
682,1,6.3800524863211194e-09
683,0,5.701533023483307e-09
683,1,6.580697320401896e-09
684,0,5.155300630832471e-09
684,1,6.4720881987057055e-09
685,0,6.099571958628758e-09
685,1,8.011225460791138e-09
686,0,6.097430560458861e-09
686,1,6.201821722839895e-09
687,0,5.792300861173771e-09
687,1,7.129090207058653e-09
688,0,6.666053486981127e-09
688,1,7.025786175063331e-09
689,0,6.259441853728731e-09
689,1,7.042976868376627e-09
690,0,7.57822871122471e-09
690,1,7.89005305534829e-09
691,0,6.75623290646854e-09
691,1,7.779352273473705e-09
692,0,6.479230041378514e-09
692,1,7.893652842483334e-09
693,0,7.1866534945286276e-09
693,1,6.5180616459770135e-09
694,0,6.726710299886918e-09
694,1,6.6455121405795126e-09
695,0,6.34403374277781e-09
695,1,6.994412604655054e-09
696,0,7.031486948250176e-09
696,1,6.609402802837394e-09
697,0,6.654875761569201e-09
697,1,6.745262570717614e-09
698,0,6.3811094186405626e-09
698,1,6.994529844206454e-09
699,0,5.679543946257581e-09
699,1,6.843408506540527e-09
700,0,6.397342211528212e-09
700,1,6.893408066588336e-09
701,0,7.698944592959833e-09
701,1,7.681692615335578e-09
702,0,7.00952940135835e-09
702,1,8.391220163161961e-09
703,0,6.4263989685287015e-09
703,1,7.327543460888819e-09
704,0,5.4249120751137525e-09
704,1,5.915434364567318e-09
705,0,5.339068298582106e-09
705,1,6.891488268934154e-09
706,0,5.825039117723918e-09
706,1,6.6250134267420435e-09
707,0,8.023183006855561e-09
707,1,6.87837831137017e-09
708,0,7.543810909282911e-09
708,1,7.738297114201487e-09
709,0,6.834830035273853e-09
709,1,6.817189923680189e-09
710,0,6.791207152190282e-09
710,1,6.902766802596716e-09
711,0,6.00615024382023e-09
711,1,6.693427145876285e-09
712,0,5.420693671709387e-09
712,1,6.390007634138328e-09
713,0,6.666967422574999e-09
713,1,6.59238530431594e-09
714,0,6.867727275761126e-09
714,1,6.769470317635751e-09
715,0,6.130644436552757e-09
715,1,6.215830072875406e-09
716,0,7.1826047332024245e-09
716,1,6.21146378776416e-09
717,0,8.495947056985642e-09
717,1,8.079026336815787e-09
718,0,7.209299379695722e-09
718,1,6.937065588630276e-09
719,0,7.557660275381295e-09
719,1,6.837233001988352e-09
720,0,8.217529767762244e-09
720,1,8.023714137550542e-09
721,0,4.89119722502096e-09
721,1,6.6875376347752535e-09
722,0,7.232885401720068e-09
722,1,7.799100920635738e-09
723,0,6.96225832541586e-09
723,1,7.78034348059009e-09
724,0,5.837049510404313e-09
724,1,6.995738210946456e-09
725,0,6.133071384084587e-09
725,1,6.843871247497191e-09
726,0,5.864459140525469e-09
726,1,7.458261563897395e-09
727,0,7.407765956202184e-09
727,1,7.4469421740275266e-09
728,0,6.928376983239559e-09
728,1,6.787200135249805e-09
729,0,5.738589603510036e-09
729,1,7.268443624752763e-09
730,0,4.694141075844982e-09
730,1,6.320327372577594e-09
731,0,7.536039348110535e-09
731,1,7.672967150540444e-09
732,0,8.731097622671768e-09
732,1,7.335184903922709e-09
733,0,6.538445784798341e-09
733,1,6.011928732618799e-09
734,0,5.960231419521733e-09
734,1,6.4772920360667285e-09
735,0,7.261073964315301e-09
735,1,7.302047411172907e-09
736,0,6.83940015733242e-09
736,1,6.9876158192982984e-09
737,0,6.785060069347537e-09
737,1,7.12755854337388e-09
738,0,6.205739921938402e-09
738,1,6.375969086036548e-09
739,0,6.951578424008176e-09
739,1,6.9817720493858815e-09
740,0,5.859542628883219e-09
740,1,6.704812260949211e-09
741,0,6.554630616051327e-09
741,1,6.820912279437152e-09
742,0,6.348047865145645e-09
742,1,6.969191002070829e-09
743,0,7.191382600524321e-09
743,1,7.249450817425895e-09
744,0,6.562279608601784e-09
744,1,7.2123502725673916e-09
745,0,6.134704300109206e-09
745,1,7.081725872382094e-09
746,0,5.470844666177754e-09
746,1,6.728814838652397e-09
747,0,6.190034707032055e-09
747,1,6.122960360954721e-09
748,0,6.12711081870998e-09
748,1,7.182206829270399e-09
749,0,5.6735580677980124e-09
749,1,6.766601501340119e-09
750,0,6.770139560074995e-09
750,1,7.217073605403357e-09
751,0,6.6266720999408335e-09
751,1,7.2392647432195645e-09
752,0,6.552515419144811e-09
752,1,6.927110884902277e-09
753,0,6.411339903422686e-09
753,1,7.613026653530142e-09
754,0,5.7132076847210556e-09
754,1,6.403416019651331e-09
755,0,6.7217276189524e-09
755,1,6.915380268424087e-09
756,0,6.738456459487452e-09
756,1,6.339457847559515e-09
757,0,7.918949940233233e-09
757,1,7.740446505977161e-09
758,0,8.156489705868353e-09
758,1,7.660696965672287e-09
759,0,6.229839311089336e-09
759,1,7.327676687651774e-09
760,0,6.852658440692494e-09
760,1,7.749233255083254e-09
761,0,7.098237997382739e-09
761,1,7.3496817520890545e-09
762,0,7.955303971129979e-09
762,1,7.785986966268865e-09
763,0,6.582501210772307e-09
763,1,7.209671970542786e-09
764,0,6.5188316966668935e-09
764,1,6.632077997892338e-09
765,0,7.131830681572637e-09
765,1,7.989492623039496e-09
766,0,7.0330621326775145e-09
766,1,7.2870478540210115e-09
767,0,8.782651050864843e-09
767,1,7.795025958046153e-09
768,0,6.8083183535350145e-09
768,1,6.5557244077751875e-09
769,0,7.089741238530678e-09
769,1,7.233142973461781e-09
770,0,6.868821955663407e-09
770,1,7.123870382486075e-09
771,0,5.931556579241715e-09
771,1,7.587394712516016e-09
772,0,7.2581491927792285e-09
772,1,7.680884372973651e-09
773,0,6.920700013068881e-09
773,1,7.709160421143224e-09
774,0,6.656379003544544e-09
774,1,7.217845876539286e-09
775,0,7.0157590847941265e-09
775,1,7.229815857101585e-09
776,0,6.8441448064504584e-09
776,1,7.76307551575428e-09
777,0,6.770445981629791e-09
777,1,6.253769058162106e-09
778,0,7.509616040124456e-09
778,1,7.77960540432332e-09
779,0,7.241254706968903e-09
779,1,7.395180467995033e-09
780,0,6.5099494683806824e-09
780,1,7.312606964404722e-09
781,0,6.4518825837467375e-09
781,1,7.85412268555774e-09
782,0,7.296242277021747e-09
782,1,6.313804590263317e-09
783,0,7.589360251358812e-09
783,1,8.048202992938513e-09
784,0,6.414385023134628e-09
784,1,6.296782650849764e-09
785,0,7.869028983975568e-09
785,1,7.394036494190459e-09
786,0,6.084082126989188e-09
786,1,6.321446921475626e-09
787,0,6.779005357060441e-09
787,1,7.156189862911333e-09
788,0,6.949695041669202e-09
788,1,6.997299184519079e-09
789,0,6.588853018740792e-09
789,1,6.898970728030918e-09
790,0,8.159918074568395e-09
790,1,8.449882571426315e-09
791,0,8.625878678003573e-09
791,1,7.946748148413008e-09
792,0,6.965844345785399e-09
792,1,7.477137131672862e-09
793,0,7.284650216377031e-09
793,1,7.53833351296862e-09
794,0,6.39222497156311e-09
794,1,6.9706382888057306e-09
795,0,6.7279462001579304e-09
795,1,7.05863634209436e-09
796,0,7.4399584271134245e-09
796,1,7.841633120619917e-09
797,0,5.828225901893802e-09
797,1,6.1470921686179736e-09
798,0,6.988329914747737e-09
798,1,6.908960958895705e-09
799,0,7.000193757988882e-09
799,1,6.932917351321066e-09
800,0,5.765384614164759e-09
800,1,6.200311819526405e-09
801,0,6.404729635534068e-09
801,1,6.372670835474992e-09
802,0,7.912446697844189e-09
802,1,7.153101666546036e-09
803,0,7.415397185184247e-09
803,1,7.2041612675377564e-09
804,0,6.4365401897248375e-09
804,1,6.950733766331041e-09
805,0,6.608709579580818e-09
805,1,7.117948896961934e-09
806,0,6.782038930452927e-09
806,1,7.394387324666241e-09
807,0,6.543905417544238e-09
807,1,6.963772225532239e-09
808,0,7.164568494033574e-09
808,1,6.385342921078063e-09
809,0,6.958418286018286e-09
809,1,7.207050067847831e-09
810,0,5.64963453797418e-09
810,1,6.5716649899627555e-09
811,0,6.081386505485398e-09
811,1,6.482918646355529e-09
812,0,6.131986030055714e-09
812,1,6.9798615776051065e-09
813,0,5.947680126183741e-09
813,1,7.545836844258247e-09
814,0,6.5009273519933686e-09
814,1,6.81138123681535e-09
815,0,8.567118570113053e-09
815,1,8.033804732576755e-09
816,0,7.300472670834779e-09
816,1,6.897612259137986e-09
817,0,7.231721443901051e-09
817,1,7.210859465089925e-09
818,0,6.461217338937786e-09
818,1,6.829022680676644e-09
819,0,5.944278402836289e-09
819,1,7.686912439908156e-09
820,0,6.62448984556363e-09
820,1,7.026721426939275e-09
821,0,7.367824572668269e-09
821,1,7.832638537763614e-09
822,0,6.042419009588684e-09
822,1,6.372373739793602e-09
823,0,6.6138681198424365e-09
823,1,7.183724726189666e-09
824,0,6.5300898022258025e-09
824,1,7.570251980837384e-09
825,0,7.588105255251776e-09
825,1,7.401594448452897e-09
826,0,7.772195331767762e-09
826,1,6.497366644708791e-09
827,0,7.611626884340694e-09
827,1,7.82266873500248e-09
828,0,6.65624266815712e-09
828,1,7.038552851668101e-09
829,0,6.234280203187836e-09
829,1,7.0898491522086715e-09
830,0,6.661585505440826e-09
830,1,7.372302768260397e-09
831,0,7.046355499085166e-09
831,1,7.883971697708603e-09
832,0,6.181234635249666e-09
832,1,6.399339280704908e-09
833,0,7.169429938613803e-09
833,1,7.1226216036279766e-09
834,0,6.126435803111008e-09
834,1,6.855199963240466e-09
835,0,6.83389256295186e-09
835,1,7.071611296538549e-09
836,0,6.658051443508839e-09
836,1,6.9548518055739805e-09
837,0,6.0220437525515536e-09
837,1,6.712454148072311e-09
838,0,7.308542215866964e-09
838,1,7.990002437452404e-09
839,0,6.883682512892619e-09
839,1,7.545683189391639e-09
840,0,4.862908742353511e-09
840,1,6.476434943891718e-09
841,0,7.18232318064338e-09
841,1,7.56312701355455e-09
842,0,5.9851097411467435e-09
842,1,6.107911509900532e-09
843,0,6.51700649001441e-09
843,1,7.344806096654111e-09
844,0,6.460488588544422e-09
844,1,7.4411579120692295e-09
845,0,6.321508205786586e-09
845,1,7.14598069606609e-09
846,0,6.190215451340464e-09
846,1,7.597757978317077e-09
847,0,7.864779938415722e-09
847,1,6.923469797470716e-09
848,0,7.216820474553742e-09
848,1,7.520342570899174e-09
849,0,7.164444593144026e-09
849,1,7.550045921789206e-09
850,0,6.69664101948797e-09
850,1,6.976483835074987e-09
851,0,8.782945926100183e-09
851,1,7.319878481126807e-09
852,0,7.306918181626543e-09
852,1,6.8251444496070235e-09
853,0,6.286992704218619e-09
853,1,6.475989966503448e-09
854,0,7.0854122569130595e-09
854,1,6.75999389798676e-09
855,0,7.112515465479419e-09
855,1,7.50679252092823e-09
856,0,6.637008276300094e-09
856,1,7.276042879311717e-09
857,0,7.032943116769275e-09
857,1,7.666328905031605e-09
858,0,6.692544740616313e-09
858,1,6.774857563840442e-09
859,0,6.964355758753982e-09
859,1,7.619643582756908e-09
860,0,5.883793008365501e-09
860,1,7.1590848804703455e-09
861,0,6.245668870974441e-09
861,1,6.42287822927301e-09
862,0,6.781959882573574e-09
862,1,7.176199634528757e-09
863,0,6.720784817559888e-09
863,1,7.202684670915005e-09
864,0,7.0982992816936985e-09
864,1,8.267288187369104e-09
865,0,8.491623404438542e-09
865,1,7.841810756303857e-09
866,0,6.506083227719728e-09
866,1,7.2956076735408715e-09
867,0,7.218379227680316e-09
867,1,6.828222431920494e-09
868,0,6.099332150455439e-09
868,1,7.408974322942186e-09
869,0,6.453694911812136e-09
869,1,7.096864429456673e-09
870,0,6.378675809770584e-09
870,1,6.3195479960143075e-09
871,0,6.168022981256627e-09
871,1,8.27452506513282e-09
872,0,6.0361275977527384e-09
872,1,6.249162520788332e-09
873,0,6.092119253509054e-09
873,1,7.195112949887061e-09
874,0,7.176726324331639e-09
874,1,8.377879723298065e-09
875,0,8.2009545820938e-09
875,1,7.496612219881627e-09
876,0,6.895725768174543e-09
876,1,6.999235413474025e-09
877,0,6.7715291152126156e-09
877,1,8.342552426654493e-09
878,0,6.107070404937076e-09
878,1,8.408037821538983e-09
879,0,6.504688343511589e-09
879,1,7.288159409313266e-09
880,0,7.224287834617371e-09
880,1,6.917236117232051e-09
881,0,7.708364613279173e-09
881,1,7.381258271266233e-09
882,0,7.204368657198756e-09
882,1,6.576819533421485e-09
883,0,7.201535368039913e-09
883,1,6.224475601612767e-09
884,0,6.489509374318914e-09
884,1,7.643471633400623e-09
885,0,7.049677286374845e-09
885,1,7.086483844176428e-09
886,0,5.843349804024456e-09
886,1,7.534934454156428e-09
887,0,7.769272336588529e-09
887,1,8.102645665530872e-09
888,0,5.8936899804962195e-09
888,1,6.873477342850265e-09
889,0,6.044986733400037e-09
889,1,8.404705376108268e-09
890,0,8.14414935490504e-09
890,1,7.537290791503892e-09
891,0,6.912965311300923e-09
891,1,7.0899721649198e-09
892,0,5.827192062213271e-09
892,1,7.295781312421923e-09
893,0,6.442186784028081e-09
893,1,7.172532789923025e-09
894,0,6.450675549274365e-09
894,1,6.640885175102085e-09
895,0,6.457762768974362e-09
895,1,6.830355836484614e-09
896,0,7.349111985632817e-09
896,1,7.4207244793456084e-09
897,0,6.8679786302539014e-09
897,1,7.457807704724928e-09
898,0,5.841554351349032e-09
898,1,7.013139402545221e-09
899,0,5.848379558415218e-09
899,1,6.679605313308912e-09
900,0,7.377752631043677e-09
900,1,6.382008699290509e-09
901,0,6.280124420499078e-09
901,1,6.004073682674971e-09
902,0,7.255452683097019e-09
902,1,7.670112545099528e-09
903,0,7.106216948216115e-09
903,1,6.488858783626483e-09
904,0,6.266904772900261e-09
904,1,7.569059157219726e-09
905,0,5.573873362862969e-09
905,1,7.296039328252846e-09
906,0,7.813730995565038e-09
906,1,8.207516444258545e-09
907,0,6.293004783941569e-09
907,1,6.52088694153008e-09
908,0,7.818068858966853e-09
908,1,8.484886571125116e-09
909,0,7.173412974736948e-09
909,1,7.360281273349756e-09
910,0,7.266016233131722e-09
910,1,7.239020494154147e-09
911,0,6.328495949503576e-09
911,1,6.5000773652457156e-09
912,0,6.093309412591452e-09
912,1,7.386161904321398e-09
913,0,6.328745527639512e-09
913,1,7.697338766377015e-09
914,0,7.1459194117551306e-09
914,1,7.972998261607245e-09
915,0,5.586194617990259e-09
915,1,6.662829843406826e-09
916,0,6.5839449447935294e-09
916,1,7.4355983592511166e-09
917,0,6.563035004347739e-09
917,1,7.0074954727772365e-09
918,0,5.774284606019364e-09
918,1,7.243502686549164e-09
